date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:57:00	37814/37814	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jun%202021%2015:03:24%20GMT	https://golohtml.uxper.co/demo/images/cilinic/listing-02.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/cilinic/listing-02.jpg	(from https://golohtml.uxper.co/demo/home-healthmedical.html)
17:57:01	36835/36835	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jun%202021%2015:03:24%20GMT	https://golohtml.uxper.co/demo/images/cilinic/listing-03.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/cilinic/listing-03.jpg	(from https://golohtml.uxper.co/demo/home-healthmedical.html)
17:57:01	44163/44163	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jun%202021%2015:03:24%20GMT	https://golohtml.uxper.co/demo/images/cilinic/listing-04.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/cilinic/listing-04.jpg	(from https://golohtml.uxper.co/demo/home-healthmedical.html)
17:57:02	90171/90171	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jun%202021%2023:24:40%20GMT	https://golohtml.uxper.co/demo/images/cilinic/covid-testing.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/cilinic/covid-testing.png	(from https://golohtml.uxper.co/demo/home-healthmedical.html)
17:57:03	92835/92835	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jun%202021%2015:03:24%20GMT	https://golohtml.uxper.co/demo/images/cilinic/blog-01.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/cilinic/blog-01.jpg	(from https://golohtml.uxper.co/demo/home-healthmedical.html)
17:57:04	81384/81384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jun%202021%2015:03:24%20GMT	https://golohtml.uxper.co/demo/images/cilinic/blog-02.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/cilinic/blog-02.jpg	(from https://golohtml.uxper.co/demo/home-healthmedical.html)
17:57:04	69329/69329	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jun%202021%2015:03:24%20GMT	https://golohtml.uxper.co/demo/images/cilinic/blog-03.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/cilinic/blog-03.jpg	(from https://golohtml.uxper.co/demo/home-healthmedical.html)
17:57:05	20564/20564	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2017:47:00%20GMT	https://golohtml.uxper.co/demo/images/avatars/male-5.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/avatars/male-5.jpg	(from https://golohtml.uxper.co/demo/ex-half-map-2.html)
17:57:06	43117/43117	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2017:34:00%20GMT	https://golohtml.uxper.co/demo/maps-view.html	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/maps-view.html	(from https://golohtml.uxper.co/demo/city-details-3.html)
17:57:06	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Apr%202023%2015:57:10%20GMT	https://golohtml.uxper.co/demo/04_place-details-1.html	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/04_place-details-1.html	(from https://golohtml.uxper.co/demo/city-details-3.html)
17:57:07	171097/171097	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20May%202020%2017:20:32%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-02.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-02.jpg	(from https://golohtml.uxper.co/demo/city-details-3.html)
17:57:08	152806/152806	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20May%202020%2017:23:06%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-04.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-04.jpg	(from https://golohtml.uxper.co/demo/city-details-3.html)
17:57:08	198818/198818	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20May%202020%2017:24:00%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-05.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-05.jpg	(from https://golohtml.uxper.co/demo/city-details-3.html)
17:57:10	637/637	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2024%20Apr%202023%2015:57:13%20GMT	http://pinterest.com/pin/create/button/?url=https%3A%2F%2Fwp.getgolo.com%2Fplace%2Fthe-louvre%2F&description=The+Louvre&media=https://wp.getgolo.com/wp-content/uploads/2019/10/ef3cc68f-2e02-41cc-aad6-4b301a655555.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/pinterest.com/pin/create/button/index6b58.html	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:10	205226/205226	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20May%202020%2017:18:26%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-01.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-01.jpg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:10	3440/3440	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202020%2021:26:54%20GMT	https://golohtml.uxper.co/demo/images/icons/amenities/wf.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/amenities/wf.svg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:11	5658/5658	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202020%2021:27:22%20GMT	https://golohtml.uxper.co/demo/images/icons/amenities/cld.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/amenities/cld.svg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:11	4978/4978	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202020%2021:27:38%20GMT	https://golohtml.uxper.co/demo/images/icons/amenities/card.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/amenities/card.svg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:12	4353/4353	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202020%2021:27:52%20GMT	https://golohtml.uxper.co/demo/images/icons/amenities/smk.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/amenities/smk.svg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:12	5251/5251	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202020%2021:28:16%20GMT	https://golohtml.uxper.co/demo/images/icons/amenities/air.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/amenities/air.svg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:13	12960/12960	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202020%2021:28:30%20GMT	https://golohtml.uxper.co/demo/images/icons/amenities/car.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/amenities/car.svg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:13	7880/7880	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202020%2021:28:42%20GMT	https://golohtml.uxper.co/demo/images/icons/amenities/ct.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/amenities/ct.svg	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:14	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Apr%202023%2015:57:17%20GMT	https://golohtml.uxper.co/demo/www.abcsite.com	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/www.abcsite.com	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:14	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Apr%202023%2015:57:18%20GMT	https://golohtml.uxper.co/demo/fb.com/abc	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/fb.com/abc	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:14	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Apr%202023%2015:57:18%20GMT	https://golohtml.uxper.co/demo/instagram.com/abc	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/instagram.com/abc	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:15	9693/9693	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2024%20May%202020%2022:02:02%20GMT	https://golohtml.uxper.co/demo/js/map-single.js	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/js/map-single.js	(from https://golohtml.uxper.co/demo/single-1.html)
17:57:16	291026/291026	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2023:28:02%20GMT	https://golohtml.uxper.co/demo/images/listing/large-01.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/large-01.jpg	(from https://golohtml.uxper.co/demo/single-2.html)
17:57:16	28051/28051	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2013:16:36%20GMT	https://golohtml.uxper.co/demo/images/menu/menu-01.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/menu/menu-01.jpg	(from https://golohtml.uxper.co/demo/single-3.html)
17:57:17	32014/32014	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2013:16:36%20GMT	https://golohtml.uxper.co/demo/images/menu/menu-02.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/menu/menu-02.jpg	(from https://golohtml.uxper.co/demo/single-3.html)
17:57:17	31154/31154	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2013:16:36%20GMT	https://golohtml.uxper.co/demo/images/menu/menu-03.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/menu/menu-03.jpg	(from https://golohtml.uxper.co/demo/single-3.html)
17:57:18	40378/40378	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2013:16:36%20GMT	https://golohtml.uxper.co/demo/images/menu/menu-04.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/menu/menu-04.jpg	(from https://golohtml.uxper.co/demo/single-3.html)
17:57:19	167710/167710	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2020:04:38%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-07.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-07.jpg	(from https://golohtml.uxper.co/demo/bk-affiliate-link.html)
17:57:20	115745/115745	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2020:04:56%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-08.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-08.jpg	(from https://golohtml.uxper.co/demo/bk-affiliate-link.html)
17:57:21	213244/213244	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2020:19:14%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-09.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-09.jpg	(from https://golohtml.uxper.co/demo/bk-affiliate-link.html)
17:57:21	106377/106377	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2020:17:22%20GMT	https://golohtml.uxper.co/demo/images/listing/gallery-10.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/listing/gallery-10.jpg	(from https://golohtml.uxper.co/demo/bk-affiliate-link.html)
17:57:22	166613/166613	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2021:09:28%20GMT	https://golohtml.uxper.co/demo/images/ads.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/ads.jpg	(from https://golohtml.uxper.co/demo/bk-banner-ads.html)
17:57:23	181096/181096	---M--	200	added ('OK')	image/png	date:Wed,%2020%20May%202020%2022:22:24%20GMT	https://golohtml.uxper.co/demo/images/bg/bg-about.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/bg/bg-about.png	(from https://golohtml.uxper.co/demo/about-us.html)
17:57:24	251972/251972	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2022:27:32%20GMT	https://golohtml.uxper.co/demo/images/about-2.jpeg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/about-2.jpg	(from https://golohtml.uxper.co/demo/about-us.html)
17:57:24	306604/306604	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202020%2004:04:50%20GMT	https://golohtml.uxper.co/demo/images/people/people-1.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/people/people-1.jpg	(from https://golohtml.uxper.co/demo/about-us.html)
17:57:25	327726/327726	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202020%2004:04:50%20GMT	https://golohtml.uxper.co/demo/images/people/people-2.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/people/people-2.jpg	(from https://golohtml.uxper.co/demo/about-us.html)
17:57:26	392124/392124	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202020%2004:04:50%20GMT	https://golohtml.uxper.co/demo/images/people/people-3.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/people/people-3.jpg	(from https://golohtml.uxper.co/demo/about-us.html)
17:57:27	242082/242082	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202020%2004:04:50%20GMT	https://golohtml.uxper.co/demo/images/people/people-4.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/people/people-4.jpg	(from https://golohtml.uxper.co/demo/about-us.html)
17:57:27	8445/8445	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Mar%202020%2018:55:38%20GMT	https://golohtml.uxper.co/demo/images/icons/pelican.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/pelican.png	(from https://golohtml.uxper.co/demo/app-landing.html)
17:57:27	199304/199304	---M--	200	added ('OK')	image/png	date:Wed,%2020%20May%202020%2023:11:04%20GMT	https://golohtml.uxper.co/demo/images/bg/bg-404.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/bg/bg-404.png	(from https://golohtml.uxper.co/demo/faqs.html)
17:57:28	11889/11889	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Mar%202020%2018:55:38%20GMT	https://golohtml.uxper.co/demo/images/icons/island.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/island.png	(from https://golohtml.uxper.co/demo/app-landing.html)
17:57:29	10854/10854	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Mar%202020%2018:55:38%20GMT	https://golohtml.uxper.co/demo/images/icons/surf.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/icons/surf.png	(from https://golohtml.uxper.co/demo/app-landing.html)
17:57:29	69430/69430	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2023:21:46%20GMT	https://golohtml.uxper.co/demo/images/features-01.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/features-01.jpg	(from https://golohtml.uxper.co/demo/app-landing.html)
17:57:30	91215/91215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2023:21:58%20GMT	https://golohtml.uxper.co/demo/images/features-02.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/features-02.jpg	(from https://golohtml.uxper.co/demo/app-landing.html)
17:57:31	77553/77553	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2023:22:12%20GMT	https://golohtml.uxper.co/demo/images/features-03.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/features-03.jpg	(from https://golohtml.uxper.co/demo/app-landing.html)
17:57:32	437583/437583	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2023:17:58%20GMT	https://golohtml.uxper.co/demo/images/bg/bg-app-2.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/bg/bg-app-2.jpg	(from https://golohtml.uxper.co/demo/app-landing.html)
17:57:32	2139/2139	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202020%2004:34:38%20GMT	https://golohtml.uxper.co/demo/images/no-image.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/no-image.png	(from https://golohtml.uxper.co/demo/add-place.html)
17:57:33	249581/249581	---M--	200	added ('OK')	image/png	date:Tue,%2019%20May%202020%2005:34:06%20GMT	https://golohtml.uxper.co/demo/images/bg/bg-checkout.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/bg/bg-checkout.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:33	32775/32775	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Mar%202020%2021:22:02%20GMT	https://golohtml.uxper.co/demo/images/illustrations/plan-1.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/illustrations/plan-1.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:34	37267/37267	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Mar%202020%2021:22:08%20GMT	https://golohtml.uxper.co/demo/images/illustrations/plan-2.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/illustrations/plan-2.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:34	31503/31503	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Mar%202020%2021:22:14%20GMT	https://golohtml.uxper.co/demo/images/illustrations/plan-3.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/illustrations/plan-3.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:35	4619/4619	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Mar%202020%2010:22:50%20GMT	https://golohtml.uxper.co/demo/images/assets/paypal.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/assets/paypal.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:35	4421/4421	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Mar%202020%2010:22:50%20GMT	https://golohtml.uxper.co/demo/images/assets/stripe.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/assets/stripe.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:36	3642/3642	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Mar%202020%2010:22:50%20GMT	https://golohtml.uxper.co/demo/images/assets/skrill.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/assets/skrill.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:36	9039/9039	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Mar%202020%2010:22:50%20GMT	https://golohtml.uxper.co/demo/images/assets/master-card.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/assets/master-card.png	(from https://golohtml.uxper.co/demo/pricing-plan.html)
17:57:37	242690/242690	---M--	200	added ('OK')	image/png	date:Wed,%2020%20May%202020%2020:43:44%20GMT	https://golohtml.uxper.co/demo/images/bg/bg-shop.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/bg/bg-shop.png	(from https://golohtml.uxper.co/demo/shop.html)
17:57:38	133872/133872	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:33:54%20GMT	https://golohtml.uxper.co/demo/images/shop/product-01.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-01.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:39	96393/96393	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:34:34%20GMT	https://golohtml.uxper.co/demo/images/shop/product-02.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-02.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:39	168140/168140	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:34:44%20GMT	https://golohtml.uxper.co/demo/images/shop/product-03.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-03.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:40	105286/105286	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:34:56%20GMT	https://golohtml.uxper.co/demo/images/shop/product-04.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-04.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:40	105846/105846	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:35:18%20GMT	https://golohtml.uxper.co/demo/images/shop/product-05.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-05.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:41	103093/103093	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:35:36%20GMT	https://golohtml.uxper.co/demo/images/shop/product-06.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-06.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:42	112890/112890	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:38:12%20GMT	https://golohtml.uxper.co/demo/images/shop/product-07.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-07.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:42	143411/143411	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:38:12%20GMT	https://golohtml.uxper.co/demo/images/shop/product-08.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/shop/product-08.jpg	(from https://golohtml.uxper.co/demo/shop.html)
17:57:44	436192/436192	---M--	200	added ('OK')	image/png	date:Wed,%2020%20May%202020%2020:49:10%20GMT	https://golohtml.uxper.co/demo/images/bg/bg-blog.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/bg/bg-blog.png	(from https://golohtml.uxper.co/demo/blog-fullwidth.html)
17:57:44	111135/111135	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:28:14%20GMT	https://golohtml.uxper.co/demo/images/blog/thumb-04.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/blog/thumb-04.jpg	(from https://golohtml.uxper.co/demo/blog-fullwidth.html)
17:57:45	161499/161499	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:29:06%20GMT	https://golohtml.uxper.co/demo/images/blog/thumb-06.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/blog/thumb-06.jpg	(from https://golohtml.uxper.co/demo/blog-fullwidth.html)
17:57:45	41688/41688	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:29:32%20GMT	https://golohtml.uxper.co/demo/images/blog/thumb-07.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/blog/thumb-07.jpg	(from https://golohtml.uxper.co/demo/blog-fullwidth.html)
